鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
板橋區,房地(土地+建物),新北市板橋區區運路101~150號,19.23,其他,,,10211,土地1建物1車位0,一層,28,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,0980115,271.35,0,0,1,有,有,無,190000,700,,0.0,0
八里區,房地(土地+建物),新北市八里區頂寮五街1~50號,0.0,商,,,10212,土地1建物1車位0,一層,16,店面(店鋪),商業用,鋼筋混凝土造,0831202,83.09,0,0,1,有,有,無,14000,168,,0.0,0
淡水區,房地(土地+建物),新北市淡水區民權路187巷79弄1~50號,80.24,住,,,10212,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0650629,130.0,0,1,1,有,無,無,26000,200,,0.0,0
汐止區,房地(土地+建物),新北市汐止區大同路三段601~650號,5.38,住,,,10211,土地1建物1車位0,六層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880201,46.1,1,1,1,有,有,有,8000,174,,0.0,0
汐止區,車位,新北市汐止區大同路三段601~650號,6.7,住,,,10211,土地0建物0車位1,,,住宅大樓(11層含以上有電梯),,,,21.34,0,0,0,有,有,無,1800,,坡道機械,21.34,1800
汐止區,房地(土地+建物),新北市汐止區大同路三段601~650號,3.9,住,,,10211,土地1建物1車位0,三十一層,32,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.7,1,1,1,有,有,有,7000,168,,0.0,0
蘆洲區,房地(土地+建物),新北市蘆洲區長榮路301~350號,12.95,住,,,10212,土地1建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,0990210,381.89000000000004,0,0,0,無,有,無,150000,393,,0.0,0
蘆洲區,房地(土地+建物),新北市蘆洲區三民路51~100號,43.8,住,,,10212,土地1建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,0900110,260.67,0,0,0,無,無,無,135000,518,,0.0,0
汐止區,房地(土地+建物)+車位,新北市汐止區忠孝東路451~500號,3557.93,住,,,10212,土地1建物1車位1,四層,9,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880414,110.10000000000001,3,2,2,有,有,有,19000,173,坡道平面,45.27,0
新莊區,房地(土地+建物),新北市新莊區中平路184巷10弄1~50號,6.12,住,,,10211,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850528,38.12,1,1,1,有,無,有,9000,236,,0.0,0
新莊區,房地(土地+建物)+車位,新北市新莊區瓊林路1~50號,11.09,住,,,10211,土地1建物1車位1,十層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860411,112.08,3,2,2,有,有,有,17500,156,坡道平面,8.25,0
新莊區,房地(土地+建物),新北市新莊區中港路中慶巷1~50號,36.07,住,,,10211,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770109,112.64,3,2,2,有,無,無,12500,111,,0.0,0
泰山區,房地(土地+建物)+車位,新北市泰山區信華六街1~50號,10.78,住,,,10211,土地1建物1車位1,七層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020503,145.29,2,2,2,有,有,無,21000,145,坡道平面,32.95,0
新莊區,房地(土地+建物)+車位,新北市新莊區立信一街51~100號,18.77,住,,,10211,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950119,130.94,2,2,2,有,有,有,21000,160,坡道平面,20.25,0
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街82巷1~50號,13.55,住,,,10211,土地1建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820410,57.42999999999999,2,2,1,有,無,有,19000,331,坡道平面,0.0,0
新莊區,房地(土地+建物),新北市新莊區新泰路301~350號,49.98,住,,,10211,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住家用,加強磚造,0590105,246.9,3,2,3,有,無,無,108000,437,,0.0,0
新莊區,房地(土地+建物)+車位,新北市新莊區思源路230巷1~50號,14.91,住,,,10211,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000331,79.9,2,2,1,有,有,有,23000,288,坡道平面,0.0,0
新莊區,房地(土地+建物),新北市新莊區中平路377巷17弄1~50號,13.31,住,,,10211,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930607,124.57,3,2,2,有,有,有,18000,144,,0.0,0
林口區,房地(土地+建物)+車位,新北市林口區南勢街250巷51~100號,42.37,住,,,10211,土地1建物1車位2,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971111,206.74,3,2,2,有,有,有,22000,106,坡道平面,70.2,0
新莊區,房地(土地+建物),新北市新莊區中正路334巷1~50號,20.95,住,,,10211,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0650825,19.82,1,0,1,有,無,有,8000,404,,0.0,0
新莊區,房地(土地+建物)+車位,新北市新莊區中平路251~300號,15.8,住,,,10211,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951129,134.27,3,2,2,有,有,有,26000,194,坡道平面,14.6,0
新莊區,房地(土地+建物),新北市新莊區中平路302巷1~50號,14.61,住,,,10211,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850117,126.73,2,1,1,有,有,有,18500,146,,0.0,0
汐止區,房地(土地+建物),新北市汐止區大同路二段201~250號,0.0,其他,,,10212,土地2建物1車位0,十層,17,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0850710,70.84,1,1,1,有,有,無,14000,198,,0.0,0
