鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
士林區,建物,臺北市士林區天母東路61巷1~50號,0.0,商,,,10211,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770314,192.60999999999999,4,2,2,有,無,有,40000,208,坡道平面,0.0,0
北投區,建物,臺北市北投區光明路1~50號,0.0,商,,,10211,土地0建物1車位0,十層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961119,90.53,2,1,1,有,有,有,27000,298,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區博愛路218巷1~50號,70.85,住,,,10211,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990212,306.04999999999995,4,2,3,有,有,有,70000,229,升降平面,14.36,0
中正區,建物,臺北市中正區三元街201~250號,0.0,,,,10211,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840906,80.86,2,1,1,有,有,無,18000,223,,0.0,0
中正區,建物,臺北市中正區南昌路二段51~100號,0.0,,,,10211,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0711111,47.43,1,1,1,有,有,有,20800,439,,0.0,0
中正區,建物,臺北市中正區羅斯福路二段101~150號,0.0,,,,10212,土地0建物1車位0,二層,14,辦公商業大樓,商業用,鋼筋混凝土造,0801217,195.63,0,0,1,有,有,無,68000,348,升降機械,0.0,0
中正區,建物,臺北市中正區羅斯福路三段244巷1~50號,0.0,住,,,10211,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,49.55,0,0,2,有,無,有,45000,908,,0.0,0
文山區,建物,臺北市文山區辛亥路四段252巷1~50號,0.0,住,,,10210,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910507,188.37,5,2,2,有,有,有,32000,170,坡道平面,33.99,0
文山區,建物,臺北市文山區軍功路1~50號,0.0,住,,,10211,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701223,91.33,3,2,1,有,無,有,17000,186,,0.0,0
中正區,建物,臺北市中正區羅斯福路三段244巷1~50號,59.74,住,,,10211,土地0建物1車位0,二層,4,店面(店鋪),住家用,鋼筋混凝土造,,59.74,0,0,2,有,無,有,25000,418,,0.0,0
中山區,建物,臺北市中山區復興北路151~200號,27.11,商,,,10211,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851205,44.11,0,0,0,無,有,無,16000,363,,0.0,0
中山區,建物,臺北市中山區民權東路一段51~100號,0.0,商,,,10211,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0730622,103.8,0,1,1,有,有,無,31500,303,,0.0,0
信義區,建物,臺北市信義區基隆路二段1~50號,43.68,商,,,10212,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,0810930,76.11,2,0,1,有,有,無,24000,315,,0.0,0
信義區,建物,臺北市信義區信義路四段401~450號,0.0,商,,,10211,土地0建物1車位0,十層,14,辦公商業大樓,商業用,鋼筋混凝土造,,181.92,3,1,0,有,有,有,57750,317,,0.0,0
松山區,建物,臺北市松山區復興北路351~400號,0.0,商,,,10211,土地0建物1車位0,八層,15,辦公商業大樓,商業用,鋼筋混凝土造,0730912,148.47,3,1,0,有,有,有,65000,438,,0.0,0
士林區,建物,臺北市士林區福林路100巷77弄1~50號,0.0,住,,,10211,土地0建物1車位1,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980316,183.5,4,2,2,有,有,無,40000,218,坡道平面,33.15,0
北投區,建物,臺北市北投區吉利街257巷4弄1~50號,0.0,住,,,10211,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690624,107.7,3,2,2,有,無,無,19000,176,,0.0,0
北投區,建物,臺北市北投區明德路51~100號,0.0,商,,,10211,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620122,28.62,1,0,1,有,無,有,8000,280,,0.0,0
大安區,建物,臺北市大安區延吉街101~150號,656.83,住,,,10212,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.18,3,2,2,有,有,無,23000,234,,0.0,0
大安區,建物,臺北市大安區青田街11巷1~50號,0.0,商,,,10212,土地0建物1車位2,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831129,369.58,4,2,2,有,無,有,77000,279,坡道平面,136.56,12000
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路51~100號,0.0,商,,,10211,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020528,148.87,3,2,2,有,有,有,36000,242,升降機械,16.51,0
大同區,建物,臺北市大同區重慶北路二段101~150號,0.0,,,,10212,土地0建物1車位0,一層,14,店面(店鋪),見使用執照,鋼筋混凝土造,0910314,128.83,2,2,2,有,無,有,52000,404,,0.0,0
大同區,建物,臺北市大同區延平北路一段1~50號,0.0,商,,,10211,土地0建物1車位0,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,99.55,0,0,0,無,有,有,48000,482,,0.0,0
大同區,建物,臺北市大同區承德路三段201~250號,0.0,商,,,10211,土地0建物0車位0,全,3,透天厝,,加強磚造,,179.18,0,0,0,無,無,無,75000,419,,0.0,0
大同區,建物,臺北市大同區承德路三段201~250號,0.0,商,,,10211,土地0建物0車位0,全,3,透天厝,,加強磚造,,89.59,0,0,0,無,無,無,30000,335,,0.0,0
松山區,建物,臺北市松山區八德路二段351~400號,0.0,商,,,10211,土地0建物1車位0,六層,12,辦公商業大樓,商業用,鋼筋混凝土造,0701218,80.69999999999999,0,0,0,無,無,有,27000,335,,0.0,0
松山區,建物,臺北市松山區八德路三段101~150號,0.0,商,,,10211,土地0建物1車位0,一層,3,公寓(5樓含以下無電梯),,加強磚造,,99.19,0,0,0,無,無,無,116666,1176,,0.0,0
松山區,建物,臺北市松山區健康路15巷1~50號,0.0,住,,,10211,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0641224,514.36,0,0,0,無,無,有,136364,265,,0.0,0
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0.0,商,,,10211,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,83.91,3,2,2,有,有,有,36000,429,,0.0,0
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0.0,商,,,10211,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,53.17999999999999,2,1,2,有,有,有,30000,564,,0.0,0
中山區,建物,臺北市中山區雙城街19巷1~50號,0.0,商,,,10211,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,34.0,1,1,1,有,無,有,18000,529,,0.0,0
中山區,建物,臺北市中山區長安東路二段151~200號,0.0,商,,,10211,土地0建物1車位0,三層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010409,157.59,0,0,0,無,無,有,42000,267,,0.0,0
中山區,房地(土地+建物),臺北市中山區南京東路一段132巷1~50號,13.94,商,,,10211,土地1建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,0640401,109.84,0,0,0,無,無,有,58000,528,,0.0,0
內湖區,建物,臺北市內湖區石潭51~100號,0.0,其他,,,10211,土地0建物1車位1,三層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1001111,263.77,0,0,0,無,有,無,63000,239,坡道平面,24.33,0
內湖區,建物,臺北市內湖區康寧路三段56巷101~150號,16.38,住,,,10211,土地0建物1車位2,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971031,264.22,0,0,0,無,有,有,40000,151,坡道平面,27.13,0
內湖區,建物,臺北市內湖區內湖路二段179巷46弄1~50號,0.0,住,,,10211,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0720314,90.95,3,2,1,有,無,有,17000,187,,0.0,0
內湖區,建物,臺北市內湖區內湖路三段72巷1~50號,0.0,住,,,10211,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830713,97.41000000000001,3,1,1,有,無,有,23000,236,,0.0,0
中山區,建物,臺北市中山區敬業一路128巷1~50號,0.0,,,,10211,土地0建物1車位0,二層,10,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0930507,120.1,0,0,0,無,無,有,30000,250,,0.0,0
中山區,建物,臺北市中山區吉林路401~450號,0.0,住,,,10211,土地0建物1車位0,二層,4,辦公商業大樓,住家用,鋼筋混凝土造,0630510,103.99,1,1,2,有,無,無,19000,183,,0.0,0
中山區,建物,臺北市中山區中山北路二段101~150號,0.0,商,,,10211,土地0建物1車位0,全,4,透天厝,,加強磚造,,308.4,0,4,4,有,無,無,320000,1038,,0.0,0
中山區,建物,臺北市中山區德惠街101~150號,0.0,住,,,10211,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630510,65.74,2,1,1,有,無,無,18000,274,,0.0,0
中山區,建物,臺北市中山區林森北路85巷66弄1~50號,0.0,商,,,10211,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730804,41.02,2,2,1,有,無,有,16000,390,,0.0,0
內湖區,建物,臺北市內湖區臺北市內湖區瑞光路601~650號,0.0,工,,,10212,土地0建物1車位0,三層,10,廠辦,見其他登記事項,見其他登記事項,0980109,989.58,0,0,0,無,無,有,377181,381,,0.0,0
內湖區,建物,臺北市內湖區瑞光路66巷1~50號,0.0,工,,,10212,土地0建物1車位0,二層,6,廠辦,工業用,鋼筋混凝土造,0871107,243.6,0,0,0,無,無,有,65000,267,,0.0,0
中山區,建物,臺北市中山區長春路151~200號,0.0,商,,,10211,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990324,73.0,1,1,1,有,有,有,45000,616,,0.0,0
中山區,建物,臺北市中山區興安街51~100號,102.47,商,,,10212,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0750314,104.99,3,2,1,有,有,無,25000,238,,0.0,0
中山區,建物,臺北市中山區林森北路551~600號,0.0,商,,,10211,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.73,2,1,1,有,有,有,50000,557,,0.0,0
松山區,建物,臺北市松山區復興北路313巷1~50號,0.0,,,,10212,土地0建物1車位0,一層,7,店面(店鋪),住商用,鋼筋混凝土造,0700905,126.82,3,1,1,有,無,有,59091,466,,0.0,0
松山區,建物,臺北市松山區民生東路三段101~150號,0.0,商,,,10211,土地0建物0車位0,三層,14,辦公商業大樓,商業用,鋼筋混凝土造,0750930,179.93,0,0,0,無,有,無,103417,575,,0.0,0
松山區,建物,臺北市松山區慶城街1~50號,0.0,其他,,,10211,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660321,193.9,3,1,1,有,無,有,56818,293,,0.0,0
中正區,房地(土地+建物),臺北市中正區愛國西路1~50號,5.79,商,,,10211,土地1建物1車位0,五層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710922,108.61,1,1,1,有,有,無,31000,285,,0.0,0
中正區,建物,臺北市中正區青島東路1~50號,0.0,,,,10212,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0660826,259.0,0,0,1,有,有,無,138636,535,,0.0,0
中正區,建物,臺北市中正區杭州南路一段51~100號,0.0,商,,,10210,土地0建物1車位0,一層,11,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0721124,173.94,0,0,0,無,有,無,42000,241,,0.0,0
大安區,建物,臺北市大安區安和路一段1~50號,0.0,其他,,,10211,土地0建物1車位0,一層,12,店面(店鋪),見使用執照,鋼筋混凝土造,,90.88,0,0,0,無,有,無,130000,1430,,0.0,0
大安區,建物,臺北市大安區仁愛路四段401~450號,0.0,其他,,,10211,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,,90.03,0,0,0,無,有,無,150000,1666,,0.0,0
士林區,建物,臺北市士林區士東路2巷1~50號,0.0,住,,,10211,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921106,183.99,3,2,2,有,有,有,69000,375,,0.0,0
士林區,建物,臺北市士林區天母東路1~50號,0.0,商,,,10211,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780107,140.84,3,2,2,有,有,有,57000,405,,0.0,0
中正區,建物,臺北市中正區牯嶺街95巷1~50號,0.0,住,,,10211,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961031,53.56999999999999,1,1,1,有,有,有,30000,560,,0.0,0
大同區,建物,臺北市大同區鄭州路1~50號,0.0,商,,,10211,土地0建物0車位0,見其他登記事項,4,店面(店鋪),,加強磚造,,179.06,2,2,2,有,無,無,115000,642,,0.0,0
大同區,建物,臺北市大同區華陰街51~100號,49.89,住,,,10211,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001205,103.75999999999999,0,0,0,無,有,無,35000,337,,0.0,0
大同區,建物,臺北市大同區市民大道一段201~250號,0.0,其他,,,10211,土地0建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,86.59,2,2,2,有,有,有,45000,520,,0.0,0
大同區,建物,臺北市大同區鄭州路51~100號,0.0,商,,,10211,土地0建物1車位0,七層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0930915,454.41999999999996,5,2,0,有,無,有,200000,440,,0.0,0
大同區,建物,臺北市大同區承德路一段1~50號,0.0,商,,,10212,土地0建物3車位0,十三層,20,辦公商業大樓,商業用,鋼筋混凝土造,0781103,449.4,4,1,0,有,有,有,210000,467,,0.0,0
松山區,建物,臺北市松山區臺北市松山區民生東路三段129?101~150號,0.0,住,,,10211,土地0建物1車位0,七層,14,辦公商業大樓,住家用,鋼筋混凝土造,0690623,359.77,4,2,0,有,有,有,162980,453,,0.0,0
中山區,建物,臺北市中山區新生北路三段56巷1~50號,0.0,商,,,10212,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981021,154.04,3,2,2,有,有,有,65000,422,,0.0,0
中山區,建物,臺北市中山區錦州街157巷1~50號,0.0,住,,,10211,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0651122,164.22,3,2,2,有,無,有,42000,256,,0.0,0
中山區,建物,臺北市中山區樂群二路30巷51~100號,0.0,住,,,10211,土地0建物1車位2,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,300.57,3,2,3,有,有,有,180000,599,坡道平面,87.98,0
信義區,建物,臺北市信義區信義路六段1~50號,0.0,住,,,10211,土地0建物2車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,199.77999999999997,0,0,0,無,有,無,140000,701,,0.0,0
信義區,建物,臺北市信義區基隆路一段101~150號,0.0,住,,,10211,土地0建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0730507,99.39,1,0,0,有,有,無,33600,338,,0.0,0
信義區,建物,臺北市信義區和平東路三段463巷1~50號,0.0,住,,,10212,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891021,109.46000000000001,2,2,2,有,無,有,25000,228,,0.0,0
南港區,建物,臺北市南港區東明街1巷1~50號,0.0,,,,10211,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650322,95.03,4,2,1,有,無,無,15000,158,,0.0,0
松山區,建物,臺北市松山區寧安街7巷1~50號,0.0,住,,,10212,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610914,82.68,3,2,1,有,無,有,24000,290,,0.0,0
松山區,建物,臺北市松山區敦化南路一段51~100號,0.0,其他,,,10211,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660110,98.88000000000001,0,0,0,無,無,無,200000,2023,,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段451~500號,0.0,其他,,,10211,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,42.11,1,1,1,有,有,有,25000,594,,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段451~500號,0.0,其他,,,10211,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,42.11,1,1,1,有,有,有,25000,594,,0.0,0
信義區,建物,臺北市信義區松平路101~150號,0.0,住,,,10211,土地0建物1車位1,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850402,367.24,4,2,2,有,有,有,93930,256,坡道平面,78.1,0
信義區,建物,臺北市信義區基隆路一段172巷1~50號,0.0,住,,,10212,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790515,177.97,2,2,2,有,有,有,80000,450,,0.0,0
信義區,建物,臺北市信義區信義路五段51~100號,0.0,其他,,,10212,土地0建物1車位1,二十層,27,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0820813,291.4,3,2,3,有,有,有,159000,546,坡道平面,43.4,0
信義區,建物,臺北市信義區基隆路一段151~200號,0.0,商,,,10212,土地0建物1車位0,三層,14,辦公商業大樓,商業用,鋼筋混凝土造,0730810,266.98,0,0,0,無,無,有,112952,423,,0.0,0
信義區,建物,臺北市信義區和平東路三段391巷1~50號,0.0,住,,,10212,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651115,94.66,3,2,1,有,無,有,25000,264,,0.0,0
中山區,建物,臺北市中山區民權東路三段51~100號,0.0,,,,10211,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,89.64,0,0,0,無,無,無,84000,937,,0.0,0
中山區,建物,臺北市中山區中山北路三段51~100號,0.0,商,,,10212,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670802,78.06,0,0,1,有,有,無,25000,320,,0.0,0
中山區,房地(土地+建物),臺北市中山區松江路101~150號,22.87,其他,,,10211,土地1建物1車位0,四層,17,辦公商業大樓,見其他登記事項,見其他登記事項,1011116,268.59000000000003,0,0,0,無,有,有,158438,590,,0.0,0
內湖區,車位,臺北市內湖區康寧路三段189巷21弄1~50號,0.01,商,,,10212,土地0建物0車位1,,0,其他,見其他登記事項,鋼筋混凝土造,1020506,39.74,0,0,0,有,有,無,3650,,坡道平面,0.0,3650
中山區,建物,臺北市中山區復興北路151~200號,0.0,商,,,10211,土地0建物1車位0,二層,12,辦公商業大樓,住家用,鋼筋混凝土造,0690822,238.89,3,0,0,有,無,無,100000,419,,0.0,0
中山區,房地(土地+建物),臺北市中山區撫順街1~50號,14.02,商,,,10212,土地1建物1車位0,二層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0791127,112.72,2,1,1,有,有,無,36000,319,,0.0,0
中山區,建物,臺北市中山區中山北路一段121巷1~50號,0.0,商,,,10212,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,144.31,2,2,1,有,有,有,40000,277,,0.0,0
中正區,建物,臺北市中正區齊東街70巷1~50號,0.0,住,,,10211,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631107,122.0,2,2,2,有,無,無,30000,246,,0.0,0
中正區,建物,臺北市中正區重慶南路一段118巷1~50號,0.0,商,,,10211,土地0建物4車位0,見其他登記事項,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,394.64,0,0,0,無,無,無,100000,253,,0.0,0
中正區,建物,臺北市中正區臨沂街33巷1~50號,0.0,住,,,10212,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000330,121.92999999999999,3,2,2,有,無,有,55000,451,,0.0,0
大安區,建物,臺北市大安區光復南路601~650號,0.0,商,,,10212,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970627,82.56,2,1,1,有,有,有,46652,565,,0.0,0
大安區,建物,臺北市大安區忠孝東路四段251~300號,0.0,商,,,10211,土地0建物1車位0,四層,14,辦公商業大樓,商業用,鋼筋混凝土造,,502.48,0,0,0,無,無,有,250000,498,,0.0,0
大安區,建物,臺北市大安區復興南路二151~200號,0.0,住,,,10212,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730308,146.72,2,2,2,有,有,無,40000,273,,0.0,0
大安區,建物,臺北市大安區信義路三段101~150號,0.0,商,,,10212,土地0建物1車位0,二層,8,辦公商業大樓,商業用,鋼筋混凝土造,,132.07,3,0,0,有,無,無,40000,303,,0.0,0
大安區,建物,臺北市大安區通化街200巷1~50號,0.0,住,,,10211,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,186.0,3,2,2,有,無,有,90909,489,,0.0,0
中正區,建物,臺北市中正區羅斯福路四段101~150號,0.0,商,,,10211,土地0建物1車位0,全,4,透天厝,,加強磚造,,84.92,0,0,0,無,無,無,120000,1413,,0.0,0
信義區,建物,臺北市信義區松德路101~150號,0.0,住,,,10211,土地0建物1車位0,九層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0831021,164.75,3,2,2,有,有,有,50000,303,,0.0,0
中山區,建物,臺北市中山區林森北路259巷1~50號,0.0,商,,,10210,土地0建物1車位0,五層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850718,79.62,2,2,1,有,有,無,23000,289,,0.0,0
中山區,建物,臺北市中山區中山北路二段59巷1~50號,0.0,商,,,10210,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880427,46.66,2,1,1,有,有,有,19000,407,,0.0,0
士林區,建物,臺北市士林區中山北路六段1~50號,0.0,住,,,10211,土地0建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010522,282.89,4,2,3,有,有,有,160000,566,坡道平面,33.69,0
北投區,建物,臺北市北投區大業路601~650號,0.0,住,,,10211,土地0建物1車位1,一層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0851021,170.3,0,2,1,有,有,無,30000,176,坡道平面,0.0,0
文山區,建物,臺北市文山區恆光街1~50號,0.0,住,,,10211,土地0建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860505,135.94,2,2,2,有,無,無,21000,154,升降機械,0.0,0
大安區,建物,臺北市大安區瑞安街51~100號,0.0,,,,10211,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0701214,96.47,0,0,0,無,無,有,80000,829,,0.0,0
士林區,建物,臺北市士林區忠誠路二段10巷1~50號,0.0,住,,,10211,土地0建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0941027,221.73000000000002,4,2,2,有,有,有,85000,383,坡道平面,43.72,0
士林區,建物,臺北市士林區基河路1~50號,0.0,住,,,10211,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0931231,65.45,1,1,1,有,有,有,36800,562,,0.0,0
士林區,建物,臺北市士林區中山北路六段1~50號,0.0,住,,,10211,土地0建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010522,166.98,3,2,2,有,有,有,84000,503,坡道平面,0.0,0
大安區,建物,臺北市大安區富陽街158巷1~50號,0.0,住,,,10211,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730517,92.78,3,2,2,有,無,有,27000,291,,0.0,0
大同區,房地(土地+建物),臺北市大同區鄭州路101~150號,17.69,商,,,10210,土地1建物1車位0,二層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780620,132.55,4,2,2,有,有,無,33000,249,,0.0,0
中正區,建物,臺北市中正區忠孝東路二段101~150號,0.0,商,,,10212,土地0建物1車位0,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0710408,81.59,0,0,0,無,無,無,37000,453,,0.0,0
大同區,建物,臺北市大同區市民大道一段201~250號,0.0,其他,,,10211,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,100.46000000000001,2,1,1,有,無,有,52000,518,,0.0,0
大同區,建物,臺北市大同區承德路二段1~50號,0.0,商,,,10212,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740211,120.69,0,0,1,有,有,有,27500,228,,0.0,0
大同區,建物,臺北市大同區承德路二段1~50號,0.0,商,,,10212,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740211,104.91,0,0,1,有,有,有,27500,262,,0.0,0
萬華區,建物,臺北市萬華區西昌街151~200號,0.0,商,,,10211,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0600710,99.4,0,1,1,有,無,無,55000,553,,0.0,0
中山區,建物,臺北市中山區南京東路二段151~200號,0.0,商,,,10212,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990528,136.03,2,2,2,有,有,有,67470,496,,0.0,0
中山區,建物,臺北市中山區南京東路二段101~150號,0.0,其他,,,10211,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,51.81,1,1,1,有,有,有,35000,676,,0.0,0
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0.0,商,,,10211,土地0建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020111,330.98,4,2,2,有,有,有,88000,266,坡道平面,49.45,0
中山區,房地(土地+建物),臺北市中山區南京東路二段151~200號,2.49,商,,,10211,土地1建物1車位0,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990528,230.7,0,0,0,無,有,無,160000,694,,0.0,0
中山區,建物,臺北市中山區建國北路二段6巷1~50號,0.0,住,,,10211,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,加強磚造,,113.12,3,2,2,有,無,無,29000,256,,0.0,0
內湖區,建物,臺北市內湖區東湖路7巷1~50號,0.0,商,,,10211,土地0建物5車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830729,363.4,0,0,0,無,有,無,110000,303,,0.0,0
信義區,建物,臺北市信義區松高路1~50號,0.0,商,,,10211,土地0建物1車位0,八層,32,辦公商業大樓,見其他登記事項,見其他登記事項,1011126,997.82,0,0,0,無,無,無,1014183,1016,,0.0,0
松山區,建物,臺北市松山區光復北路51~100號,0.0,住,,,10212,土地0建物1車位0,五層,7,辦公商業大樓,商業用,鋼筋混凝土造,0800621,324.24,9,0,1,有,有,無,80000,247,,0.0,0
