鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
竹北市,建物,新竹縣竹北市日興一街1~50號,0.0,,,,10211,土地0建物1車位2,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960517,206.5,4,2,2,有,有,有,25000,121,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市科大一路151~200號,0.0,,,,10211,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010531,230.53,3,2,2,有,有,有,30000,130,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市成功十六街1~50號,0.0,,,,10211,土地0建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991102,158.91,3,2,2,有,有,有,21000,132,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市文興路二段51~100號,0.0,,,,10211,土地0建物1車位1,十五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970201,192.19,3,2,2,有,有,有,35000,182,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市自強北路168巷1~50號,0.0,,,,10211,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940131,134.56,3,2,2,有,有,有,23333,173,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市莊敬六街1~50號,0.0,,,,10211,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941114,155.5,3,2,2,有,有,無,17000,109,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市中正東路201~250號,0.0,,,,10211,土地0建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841028,126.59,3,2,2,有,有,有,12000,95,坡道平面,0.0,0
竹北市,建物,新竹縣竹北市復興一街101~150號,0.0,住,,,10211,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980623,223.68,3,2,2,有,有,有,43000,192,,0.0,0
